,P3-1-1th,P3-1-2th,P3-1-4th,P3-1-8th,P3-2-1th,P3-2-2th,P3-2-4th,P3-2-8th,P3-3-1th,P3-3-2th,P3-3-4th,P3-3-8th,P3-4-1th,P3-4-2th,P3-4-4th,P3-4-8th
student,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
