,P3-1-1th,P3-1-2th,P3-1-4th,P3-1-8th,P3-2-1th,P3-2-2th,P3-2-4th,P3-2-8th,P3-3-1th,P3-3-2th,P3-3-4th,P3-3-8th,P3-4-1th,P3-4-2th,P3-4-4th,P3-4-8th
student,0.206449,0.384508,0.36785,0.359915,0.415814,0.768008,0.735925,0.719532,0.955199,1.769461,1.693026,1.654251,2.161969,5.110565,3.841191,3.745971
